,NAME,DATE,TAVG
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/1/15,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/1/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/1/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/1/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/1/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/1/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/1/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/1/15,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/1/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/1/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/1/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/1/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/1/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/1/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/1/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/1/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/1/15,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/1/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/1/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/1/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/1/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/1/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/1/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/1/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/1/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/1/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/1/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/1/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/2/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/2/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/2/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/2/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/2/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/2/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/2/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/2/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/2/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/2/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/2/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/2/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/2/15,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/2/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/2/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/2/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/3/15,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/3/15,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/3/15,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/3/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/3/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/3/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/3/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/3/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/3/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/3/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/3/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/3/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/3/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/3/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/3/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/3/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/3/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/3/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/3/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/3/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/3/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/3/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/3/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/3/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/3/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/3/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/3/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/3/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/3/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/3/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/3/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/4/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/4/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/4/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/4/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/4/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/4/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/4/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/4/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/4/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/4/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/4/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/4/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/4/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/4/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/4/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/4/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/4/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/4/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/4/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/4/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/4/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/4/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/4/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/4/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/5/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/5/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/5/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/5/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/5/15,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/5/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/5/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/5/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/5/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/5/15,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/5/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/5/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/5/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/5/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/6/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/6/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/6/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/6/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/6/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/6/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/6/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/6/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/6/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/6/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/6/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/6/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/6/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/6/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/6/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/6/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/6/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/6/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/6/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/6/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/6/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/6/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/6/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/6/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/7/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/7/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/7/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/7/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/7/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/7/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/7/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/7/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/7/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/7/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/7/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/7/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/7/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/7/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/7/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/7/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/7/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/7/15,76
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/7/15,77
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/7/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/7/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/7/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/7/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/7/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/7/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/8/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/8/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/8/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/8/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/8/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/8/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/8/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/8/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/8/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/8/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/8/15,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/8/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/8/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/8/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/8/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/8/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/8/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/8/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/8/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/8/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/8/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/8/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/8/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/8/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/8/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/8/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/8/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/8/15,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/8/15,77
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/8/15,76
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/8/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/9/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/9/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/9/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/9/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/9/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/9/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/9/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/9/15,77
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/9/15,80
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/9/15,82
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/9/15,80
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/9/15,79
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/9/15,77
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/9/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/9/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/9/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/9/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/9/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/9/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/9/15,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/9/15,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/9/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/9/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/9/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/9/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/9/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/9/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/9/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/9/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/9/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/10/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/10/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/10/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/10/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/10/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/10/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/10/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/10/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/10/15,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/10/15,84
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/10/15,83
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/10/15,80
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/10/15,82
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/10/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/10/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/10/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/10/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/10/15,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/10/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/10/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/10/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/10/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/10/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/10/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/10/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/10/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/10/15,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/10/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/10/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/10/15,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/10/15,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/11/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/11/15,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/11/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/11/15,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/11/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/11/15,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/11/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/11/15,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/11/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/11/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/11/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/11/15,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/11/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/11/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/11/15,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/11/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/11/15,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/11/15,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/11/15,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/11/15,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/11/15,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/11/15,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/11/15,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/11/15,62
