,NAME,DATE,TAVG
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/2/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/2/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/2/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/2/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/2/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/2/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/2/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/2/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/2/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/2/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/2/14,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/2/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/2/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/2/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/2/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/2/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/3/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/3/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/3/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/3/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/3/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/3/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/3/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/3/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/3/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/3/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/3/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/3/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/3/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/3/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/3/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/3/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/3/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/3/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/3/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/4/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/4/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/4/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/4/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/4/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/4/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/4/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/4/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/4/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/4/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/4/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/4/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/4/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/4/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/4/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/4/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/4/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/4/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/4/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/4/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/4/14,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/4/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/4/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/4/14,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/5/14,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/5/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/5/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/5/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/5/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/5/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/5/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/5/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/5/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/5/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/5/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/5/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/5/14,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/5/14,80
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/5/14,83
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/5/14,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/5/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/5/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/5/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/5/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/5/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/5/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/5/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/5/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/5/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/5/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/5/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/5/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/5/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/5/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/5/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/6/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/6/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/6/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/6/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/6/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/6/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/6/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/6/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/6/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/6/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/6/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/6/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/6/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/6/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/6/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/6/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/6/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/6/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/6/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/6/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/6/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/6/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/6/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/7/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/7/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/7/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/7/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/7/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/7/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/7/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/7/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/7/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/7/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/7/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/7/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/7/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/7/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/7/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/8/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/8/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/8/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/8/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/8/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/8/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/8/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/8/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/8/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/8/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/8/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/8/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/8/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/8/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/8/14,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/8/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/8/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/8/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/9/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/9/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/9/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/9/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/9/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/9/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/9/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/9/14,75
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/9/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/9/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/9/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/9/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/9/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/9/14,76
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/9/14,77
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/9/14,80
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/9/14,79
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/9/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/9/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/9/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/9/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/9/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/9/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/9/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/9/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/9/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/9/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/9/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/9/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/9/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/10/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/10/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/10/14,78
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/10/14,76
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/10/14,74
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/10/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/10/14,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/10/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/10/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/10/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/10/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/10/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/10/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/10/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/10/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/10/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/10/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/10/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/10/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/10/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/10/14,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/10/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/11/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/11/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/11/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/11/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/11/14,73
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/11/14,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/11/14,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/11/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/11/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/11/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/11/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/11/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/11/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/11/14,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/11/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/11/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/11/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/11/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/11/14,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/11/14,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/11/14,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/11/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/11/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/11/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/12/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/12/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/12/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/12/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/12/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/12/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/12/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/12/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/12/14,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/12/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/12/14,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/12/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/12/14,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/12/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/12/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/12/14,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/12/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/12/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/12/14,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/12/14,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/12/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/12/14,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/12/14,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/12/14,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/12/14,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/12/14,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/12/14,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/12/14,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/12/14,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/12/14,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/12/14,49
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",1/1/15,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2/1/15,48
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/1/15,50
